	ResponseId	MainBranch	Age	Employment	RemoteWork	Check	CodingActivities	EdLevel	LearnCode	LearnCodeOnline	TechDoc	YearsCode	YearsCodePro	DevType	OrgSize	PurchaseInfluence	BuyNewTool	BuildvsBuy	TechEndorse	Country	Currency	CompTotal	LanguageHaveWorkedWith	LanguageWantToWorkWith	LanguageAdmired	DatabaseHaveWorkedWith	DatabaseWantToWorkWith	DatabaseAdmired	PlatformHaveWorkedWith	PlatformWantToWorkWith	PlatformAdmired	WebframeHaveWorkedWith	WebframeWantToWorkWith	WebframeAdmired	EmbeddedHaveWorkedWith	EmbeddedWantToWorkWith	EmbeddedAdmired	MiscTechHaveWorkedWith	MiscTechWantToWorkWith	MiscTechAdmired	ToolsTechHaveWorkedWith	ToolsTechWantToWorkWith	ToolsTechAdmired	NEWCollabToolsHaveWorkedWith	NEWCollabToolsWantToWorkWith	NEWCollabToolsAdmired	OpSysPersonal use	OpSysProfessional use	OfficeStackAsyncHaveWorkedWith	OfficeStackAsyncWantToWorkWith	OfficeStackAsyncAdmired	OfficeStackSyncHaveWorkedWith	OfficeStackSyncWantToWorkWith	OfficeStackSyncAdmired	AISearchDevHaveWorkedWith	AISearchDevWantToWorkWith	AISearchDevAdmired	NEWSOSites	SOVisitFreq	SOAccount	SOPartFreq	SOHow	SOComm	AISelect	AISent	AIBen	AIAcc	AIComplex	AIToolCurrently Using	AIToolInterested in Using	AIToolNot interested in Using	AINextMuch more integrated	AINextNo change	AINextMore integrated	AINextLess integrated	AINextMuch less integrated	AIThreat	AIEthics	AIChallenges	TBranch	ICorPM	WorkExp	Knowledge_1	Knowledge_2	Knowledge_3	Knowledge_4	Knowledge_5	Knowledge_6	Knowledge_7	Knowledge_8	Knowledge_9	Frequency_1	Frequency_2	Frequency_3	TimeSearching	TimeAnswering	Frustration	ProfessionalTech	ProfessionalCloud	ProfessionalQuestion	Industry	JobSatPoints_1	JobSatPoints_4	JobSatPoints_5	JobSatPoints_6	JobSatPoints_7	JobSatPoints_8	JobSatPoints_9	JobSatPoints_10	JobSatPoints_11	SurveyLength	SurveyEase	ConvertedCompYearly	JobSat
195	196	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	Apples	Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Colleague;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification	Technical documentation;Written Tutorials;Stack Overflow;Interactive tutorial;Written-based Online Courses;AI	API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free)	17	11	Product manager						India			Dart;HTML/CSS;Java;JavaScript;SQL;TypeScript	Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript	Dart;HTML/CSS;Java;JavaScript;SQL;TypeScript	Cloud Firestore;Firebase Realtime Database;H2;MySQL;Redis	Cassandra;Cloud Firestore;Cockroachdb;Dynamodb;Firebase Realtime Database;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite	Cloud Firestore;Firebase Realtime Database;MySQL;Redis	Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure	Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Microsoft Azure;Vercel	Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure	Angular;Django;Express;Node.js;Spring Boot	Angular;ASP.NET;ASP.NET CORE;Blazor;Django;Express;Laravel;Node.js;Spring Boot;Vue.js	Angular;Django;Express;Node.js;Spring Boot	Micronaut	Micronaut;Rasberry Pi	Micronaut	Flutter;Quarkus;React Native;Spring Framework	.NET (5+) ;.NET Framework (1.0 - 4.8);Apache Kafka;Flutter;NumPy;Pandas;Quarkus;RabbitMQ;React Native;Spring Framework;TensorFlow;Torch/PyTorch	Flutter;Quarkus;React Native;Spring Framework	Docker;Gradle;Homebrew;Kubernetes;Maven (build tool);npm;pnpm;Webpack;Yarn	Docker;Gradle;Homebrew;Kubernetes;Maven (build tool);npm;pnpm;Terraform;Visual Studio Solution;Webpack;Yarn	Docker;Gradle;Homebrew;Kubernetes;Maven (build tool);npm;pnpm;Webpack;Yarn	Android Studio;IntelliJ IDEA;Notepad++;Visual Studio Code;Xcode	Android Studio;IntelliJ IDEA;Notepad++;Visual Studio;Visual Studio Code;Xcode	Android Studio;IntelliJ IDEA;Notepad++;Visual Studio Code;Xcode	MacOS;Ubuntu;Windows	MacOS;Ubuntu;Windows	Jira;Lucid;Trello	Jira;Trello	Jira;Trello	Cisco Webex Teams;Google Meet;Microsoft Teams;Telegram;Whatsapp	Cisco Webex Teams;Google Meet;Microsoft Teams;Telegram;Whatsapp	Cisco Webex Teams;Google Meet;Microsoft Teams;Telegram;Whatsapp	ChatGPT;Google Gemini;Visual Studio Intellicode	ChatGPT;Codeium;GitHub Copilot;Google Gemini;Snyk Code;Visual Studio Intellicode	ChatGPT;Google Gemini;Visual Studio Intellicode	Stack Overflow	Multiple times per day	Yes	Less than once per month or monthly	Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Learning new-to-me technology/techniques	Yes, definitely	No, but I plan to soon	Indifferent												I'm not sure	Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints	Don’t trust the output or answers;Lack of proper training and education on new tools;Lack of executive buy-in;Not everyone uses them;We don’t have the right policies in place to reduce security risks	No																															Too long	Neither easy nor difficult		
199	200	I am a developer by profession	45-54 years old	Employed, full-time	Remote	Apples	Contribute to open-source projects;Professional development or self-paced learning from online courses	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Books / Physical media			25	25	Senior Executive (C-Suite, VP, etc.)						India			HTML/CSS;Java;JavaScript;SQL	HTML/CSS;Java;JavaScript;SQL	HTML/CSS;Java;JavaScript;SQL	Elasticsearch;H2;MySQL	Elasticsearch;H2;MySQL	Elasticsearch;H2;MySQL	Vultr	Vultr	Vultr	React;Vue.js	React	React				Apache Kafka;Apache Spark	Apache Kafka;Apache Spark	Apache Kafka;Apache Spark	Ansible;Maven (build tool);npm;Webpack	Ansible;Maven (build tool);npm;Webpack	Ansible;Maven (build tool);npm;Webpack	Eclipse;Geany;Nano;Visual Studio Code	Eclipse;Geany;Nano;Visual Studio Code	Eclipse;Geany;Nano;Visual Studio Code	Ubuntu;Windows	Ubuntu	Jira	Jira	Jira	Google Chat;Google Meet;Microsoft Teams;Whatsapp;Zoom	Google Chat;Google Meet;Whatsapp	Google Chat;Google Meet;Whatsapp				Stack Overflow;Stack Exchange	Multiple times per day	Yes	A few times per week	Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions	No, not really	No, and I don't plan to																Yes	People manager	25.0	Agree	Neither agree nor disagree	Disagree	Agree	Agree	Strongly agree	Strongly agree	Agree	Agree	1-2 times a week	10+ times a week	1-2 times a week	30-60 minutes a day	60-120 minutes a day	Maintaining security of code being produced;Patching/updating core components	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery	Cloud only (single or multi-cloud)	Traditional public search engine	Other:	20.0	0.0	0.0	0.0	40.0	40.0	0.0	0.0	0.0	Appropriate in length	Easy		9.0
219	220	I am not primarily a developer, but I write code sometimes as part of my work/studies	18-24 years old	Student, full-time;Not employed, but looking for work		Apples		Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification	Technical documentation;Blogs;Books;Stack Overflow;Social Media;How-to videos;Video-based Online Courses;AI;Certification videos	API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine;AI-powered search/dev tool (free)	3		Student						India			C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Visual Basic (.Net)	C++;Go;HTML/CSS;JavaScript;Python;TypeScript	C++;HTML/CSS;JavaScript;Python;TypeScript	MySQL	MongoDB					Express;Flask;Node.js;React	Angular;NestJS;Node.js;React	Node.js;React							npm;Pip;Vite;Yarn	Vite;Yarn	Vite;Yarn	Visual Studio Code	Visual Studio Code	Visual Studio Code	Windows;Windows Subsystem for Linux (WSL)					Google Meet;Microsoft Teams;Whatsapp	Discord;Whatsapp	Whatsapp	Bing AI;ChatGPT;Google Gemini;Tabnine	ChatGPT;Google Gemini	ChatGPT;Google Gemini	Stack Overflow;Stack Exchange	A few times per week	No		Quickly finding code solutions;Finding reliable guidance from community-vetted answers	Yes, somewhat	Yes	Favorable	Increase productivity;Speed up learning;Make workload more manageable	Neither trust nor distrust	Good, but not great at handling complex tasks	Project planning;Writing code;Debugging and getting help;Search for answers			Writing code		Project planning;Debugging and getting help;Search for answers			I'm not sure	Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Imitating a person's likeness;Energy demand	Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge;Not everyone uses them																																Too long	Neither easy nor difficult		
231	232	I am not primarily a developer, but I write code sometimes as part of my work/studies	35-44 years old	Employed, full-time	In-person	Apples	Professional development or self-paced learning from online courses	Professional degree (JD, MD, Ph.D, Ed.D, etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification	Blogs;Stack Overflow;Video-based Online Courses		10	7	Scientist						India			Python;R															Pandas;Scikit-Learn;TensorFlow;Tidyverse	Pandas;Scikit-Learn;TensorFlow;Tidyverse	Pandas;Scikit-Learn;TensorFlow;Tidyverse				Jupyter Notebook/JupyterLab;Notepad++;RStudio;Spyder	Jupyter Notebook/JupyterLab;Notepad++;RStudio;Spyder	Jupyter Notebook/JupyterLab;Notepad++;RStudio;Spyder	Windows					Google Meet;Zoom	Google Meet;Zoom	Google Meet;Zoom	ChatGPT;Google Gemini	ChatGPT;Google Gemini	ChatGPT;Google Gemini	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	A few times per week	Quickly finding code solutions	Yes, definitely	Yes	Favorable	Increase productivity	Somewhat trust	Good, but not great at handling complex tasks									Yes	Missing or incorrect attribution for sources of data		No																															Too long	Easy		
234	235	I am a developer by profession	35-44 years old	Independent contractor, freelancer, or self-employed	Remote	Apples	Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work	Some college/university study without earning a degree	Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification	Books;Stack Overflow;How-to videos;Video-based Online Courses		11	7	Developer, full-stack						India			Bash/Shell (all shells);C;C++;Dart;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript	Bash/Shell (all shells);Go;Java;JavaScript;Rust;SQL;TypeScript	Bash/Shell (all shells);Go;Java;JavaScript;SQL;TypeScript	Cloud Firestore;Firebase Realtime Database;MongoDB;PostgreSQL;SQLite	Cloud Firestore;Firebase Realtime Database;MongoDB;PostgreSQL;SQLite	Cloud Firestore;Firebase Realtime Database;MongoDB;PostgreSQL;SQLite	Firebase;Google Cloud	Firebase;Google Cloud	Firebase;Google Cloud	Angular;Next.js;Node.js;React	Angular;Next.js;Node.js;React	Angular;Next.js;Node.js;React	Cargo;GNU GCC;LLVM's Clang	Cargo;GNU GCC;LLVM's Clang	Cargo;GNU GCC;LLVM's Clang	Cordova;Flutter;Ionic;React Native	Flutter	Flutter	Docker;Make;Ninja;npm;Webpack	Docker;Make;Ninja;npm;Webpack	Docker;Make;Ninja;npm;Webpack	CLion;Geany;IntelliJ IDEA;Rider;Visual Studio Code;WebStorm	CLion;Geany;IntelliJ IDEA;Rider;Visual Studio Code;WebStorm	CLion;Geany;IntelliJ IDEA;Rider;Visual Studio Code;WebStorm	Android;Arch	Android;Arch	Markdown File	Markdown File	Markdown File	Discord;Signal;Slack;Whatsapp	Discord;Signal;Slack;Whatsapp	Discord;Signal;Slack;Whatsapp	ChatGPT	ChatGPT	ChatGPT	Stack Overflow;Stack Exchange	A few times per week	Yes	I have never participated in Q&A on Stack Overflow	Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Engage with community by commenting on questions and answers or voting on questions and answers	Yes, somewhat	No, but I plan to soon	Favorable												No	Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Imitating a person's likeness																																	Too long	Easy		
243	244	I am a developer by profession	35-44 years old	Employed, full-time	Hybrid (some remote, some in-person)	Apples	Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work	Master’s degree (M.A., M.S., M.Eng., MBA, etc.)	Books / Physical media;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification;Coding Bootcamp	Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Social Media;How-to videos;Interactive tutorial;Video-based Online Courses;Written-based Online Courses	API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine	11	8	Developer, full-stack						India			Java;JavaScript;SQL	Java;SQL	Java;SQL	H2;Microsoft SQL Server;MySQL;Oracle;PostgreSQL	H2;PostgreSQL	H2;PostgreSQL	Microsoft Azure	Microsoft Azure	Microsoft Azure							Apache Kafka;JAX;React Native;Spring Framework	Apache Kafka;JAX;React Native;Spring Framework	Apache Kafka;JAX;React Native;Spring Framework	Ant;Docker;Gradle;Kubernetes;Maven (build tool);npm;Terraform	Docker;Kubernetes;Maven (build tool)	Docker;Kubernetes;Maven (build tool)	DataGrip;Eclipse;IntelliJ IDEA;Netbeans;Notepad++;Visual Studio;Visual Studio Code	DataGrip;Eclipse;IntelliJ IDEA;Notepad++	DataGrip;Eclipse;IntelliJ IDEA;Notepad++	Android;Windows	Other Linux-based;Windows	GitHub Discussions;Jira;Miro	GitHub Discussions;Jira;Miro	GitHub Discussions;Jira;Miro	Discord;Google Chat;Google Meet;Microsoft Teams;Skype;Slack;Telegram;Whatsapp;Zoom	Discord;Microsoft Teams;Telegram;Whatsapp	Discord;Microsoft Teams;Telegram;Whatsapp	ChatGPT;GitHub Copilot;Google Gemini	ChatGPT;GitHub Copilot;Google Gemini	ChatGPT;GitHub Copilot;Google Gemini	Stack Overflow;Stack Exchange;Stack Overflow Blog or Podcast	Multiple times per day	Yes	Less than once per month or monthly	Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques	Yes, somewhat	Yes	Favorable	Increase productivity;Greater efficiency;Improve accuracy in coding;Make workload more manageable	Neither trust nor distrust	Bad at handling complex tasks	Writing code;Documenting code;Debugging and getting help;Testing code;Search for answers	Learning about a codebase;Project planning;Committing and reviewing code;Deployment and monitoring;Predictive analytics;Generating content or synthetic data		Documenting code;Debugging and getting help;Testing code;Search for answers		Writing code			No	Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Imitating a person's likeness	Don’t trust the output or answers;AI tools lack context of codebase,  internal architecture, and/or company knowledge	No																															Appropriate in length	Neither easy nor difficult		
285	286	I am a developer by profession	18-24 years old	Employed, full-time	Remote	Apples	Contribute to open-source projects;Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Colleague;On the job training;School (i.e., University, College, etc);Online Courses or Certification			4	2	DevOps specialist						India			Go;JavaScript	Python		Elasticsearch;MongoDB	MongoDB;Redis	MongoDB	Amazon Web Services (AWS);Microsoft Azure	Amazon Web Services (AWS);Microsoft Azure	Amazon Web Services (AWS);Microsoft Azure	React									Docker;Pulumi	Docker;Pulumi	Docker;Pulumi				Debian;Ubuntu	Debian;Ubuntu				Slack	Slack	Slack				Stack Overflow	A few times per week	Yes	A few times per month or weekly	Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Engage with community by commenting on questions and answers or voting on questions and answers	Neutral	Yes	Favorable	Improve collaboration	Neither trust nor distrust	Good, but not great at handling complex tasks	Learning about a codebase;Writing code	Documenting code	Testing code				Learning about a codebase	Writing code	I'm not sure	Circulating misinformation or disinformation;Replacing jobs without options for new employment opportunities	Lack of executive buy-in;We don’t have the right policies in place to reduce security risks;They create more work (more code/PRs to review, etc.)	Yes	Individual contributor	2.0	Strongly disagree	Strongly disagree	Disagree	Disagree	Neither agree nor disagree	Neither agree nor disagree	Agree	Agree	Strongly agree	Never	1-2 times a week	Never	30-60 minutes a day	30-60 minutes a day	Amount of technical debt;Complexity of tech stack for deployment;Complexity of tech stack for build	DevOps function	Cloud only (single or multi-cloud)	A coworker	Software Development	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Appropriate in length	Neither easy nor difficult		6.0
295	296	I am learning to code	18-24 years old	Student, full-time		Apples		Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;Colleague;Other online resources (e.g., videos, blogs, forum, online community);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp;Friend or family member	Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Coding sessions (live or recorded);Social Media;Interactive tutorial;Video-based Online Courses;Written-based Online Courses;AI;Certification videos;Online challenges (e.g., daily or weekly coding challenges)	API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine;AI-powered search/dev tool (free);AI-powered search/dev tool (paid)	1		Student						India			C;HTML/CSS;Java;JavaScript;MATLAB;Python	Assembly;C++;PHP;Rust;Solidity;SQL;TypeScript											Arduino									IntelliJ IDEA;IPython;Notepad++;Vim;Visual Studio;Visual Studio Code;Xcode			Android;Windows	MacOS;Ubuntu				Discord;Google Meet;Telegram;Whatsapp;Zoom	Signal		Bing AI;ChatGPT;Claude;GitHub Copilot;Google Gemini			Stack Overflow;Stack Overflow Blog or Podcast	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques	Yes, somewhat	Yes	Very favorable	Increase productivity;Improve accuracy in coding;Make workload more manageable	Somewhat trust	Good, but not great at handling complex tasks	Writing code;Documenting code;Debugging and getting help;Committing and reviewing code	Learning about a codebase;Project planning;Testing code;Deployment and monitoring;Predictive analytics;Search for answers;Generating content or synthetic data			Committing and reviewing code	Writing code;Documenting code;Debugging and getting help			No	Circulating misinformation or disinformation;Missing or incorrect attribution for sources of data;Biased results that do not represent diverse viewpoints;Imitating a person's likeness;Energy demand	AI tools lack context of codebase,  internal architecture, and/or company knowledge																																Appropriate in length	Easy		
307	308	I am not primarily a developer, but I write code sometimes as part of my work/studies	Under 18 years old	Student, full-time;Not employed, and not looking for work		Apples		Something else	Other online resources (e.g., videos, blogs, forum, online community);Other (please specify):	Technical documentation;Written Tutorials;Stack Overflow;How-to videos;Certification videos	User guides or README files found in the source repository;Traditional public search engine;Other (please specify):	5	Less than 1 year	Student						India			Bash/Shell (all shells);Python	Bash/Shell (all shells);C++;Erlang;GDScript;JavaScript;Python;Ruby;Rust	Bash/Shell (all shells);Python										Rasberry Pi	Rasberry Pi	Rasberry Pi	Scikit-Learn	Opencv;Scikit-Learn;TensorFlow	Scikit-Learn	APT;Pip	APT;Godot;npm;Pip;Unreal Engine	APT;Pip	Visual Studio Code	Visual Studio Code	Visual Studio Code	Ubuntu					Discord;Google Meet;Microsoft Teams;Whatsapp;Zoom	Discord;Google Meet;Whatsapp;Zoom	Discord;Google Meet;Whatsapp;Zoom	Bing AI;ChatGPT;Google Gemini;Replit Ghostwriter;You.com	Bing AI;ChatGPT;Google Gemini;Replit Ghostwriter;You.com	Bing AI;ChatGPT;Google Gemini;Replit Ghostwriter;You.com	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Less than once per month or monthly	Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques	No, not at all	No, and I don't plan to																																															Too long	Difficult		
322	323	I am a developer by profession	25-34 years old	Employed, full-time	Remote	Apples	Hobby;Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification	Technical documentation;Blogs;Books;Written Tutorials;Stack Overflow;Social Media;How-to videos;Video-based Online Courses	API document(s) and/or SDK document(s);User guides or README files found in the source repository;Traditional public search engine	9	5	Developer, full-stack						India			HTML/CSS;JavaScript;SQL;TypeScript	Bash/Shell (all shells);C#;C++;Dart;Go;HTML/CSS;JavaScript;Kotlin;PowerShell;SQL;TypeScript	HTML/CSS;JavaScript;SQL;TypeScript	MongoDB;PostgreSQL	Firebase Realtime Database;MongoDB;PostgreSQL	MongoDB;PostgreSQL				Express;Node.js;React	Angular;Astro;Deno;Express;Next.js;Node.js;React	Express;Node.js;React				Capacitor;Ionic	Flutter		npm	npm;pnpm;Vite	npm	Visual Studio Code	Android Studio;Visual Studio Code	Visual Studio Code	Windows	Windows	Jira	Markdown File		Google Chat;Google Meet;Skype;Slack;Zoom	Google Meet;Skype;Zoom	Google Meet;Skype;Zoom				Stack Overflow;Stack Exchange	A few times per month or weekly	Yes	I have never participated in Q&A on Stack Overflow	Quickly finding code solutions;Finding reliable guidance from community-vetted answers	No, not really	No, and I don't plan to																Yes	Individual contributor	5.0	Strongly disagree	Neither agree nor disagree	Agree	Agree	Agree	Agree	Strongly agree	Disagree	Strongly disagree	Never	Never	Never	30-60 minutes a day	15-30 minutes a day	Amount of technical debt;Tracking my work;Showing my contributions;Complexity of tech stack for build	DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery	Cloud only (single or multi-cloud)	Traditional public search engine	Fintech	20.0	0.0	0.0	20.0	20.0	0.0	0.0	0.0	40.0	Appropriate in length	Neither easy nor difficult		3.0
351	352	I am a developer by profession	25-34 years old	Employed, full-time	Hybrid (some remote, some in-person)	Apples	Contribute to open-source projects;Professional development or self-paced learning from online courses	Bachelor’s degree (B.A., B.S., B.Eng., etc.)	Books / Physical media;On the job training;Other online resources (e.g., videos, blogs, forum, online community);Online Courses or Certification;Coding Bootcamp	Technical documentation;Stack Overflow;Coding sessions (live or recorded);Social Media	API document(s) and/or SDK document(s);User guides or README files found in the source repository;First-party knowledge base;Traditional public search engine;AI-powered search/dev tool (free)	10	10	Developer, front-end						India			JavaScript;Solidity;TypeScript	JavaScript;Solidity;TypeScript	JavaScript;Solidity;TypeScript	Cloud Firestore;Microsoft SQL Server;MongoDB;MySQL;SQLite	Cloud Firestore;Microsoft SQL Server;MongoDB;MySQL;SQLite	Cloud Firestore;Microsoft SQL Server;MongoDB;MySQL;SQLite	Amazon Web Services (AWS);Microsoft Azure	Amazon Web Services (AWS);Microsoft Azure	Amazon Web Services (AWS);Microsoft Azure	Angular;AngularJS;ASP.NET;ASP.NET CORE;Express;Gatsby;NestJS;Next.js;Node.js;React;Spring Boot	Angular;AngularJS;ASP.NET;ASP.NET CORE;Express;Gatsby;NestJS;Next.js;Node.js;React;Spring Boot	Angular;AngularJS;ASP.NET;ASP.NET CORE;Express;Gatsby;NestJS;Next.js;Node.js;React;Spring Boot				.NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;Pandas;RabbitMQ;React Native	.NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;Pandas;RabbitMQ;React Native	.NET (5+) ;.NET Framework (1.0 - 4.8);.NET MAUI;Pandas;RabbitMQ;React Native	Visual Studio Solution	Visual Studio Solution	Visual Studio Solution	IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;Visual Studio;Visual Studio Code	IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;Visual Studio;Visual Studio Code	IntelliJ IDEA;Jupyter Notebook/JupyterLab;Notepad++;Visual Studio;Visual Studio Code	Windows	Windows	Jira	Jira	Jira	Cisco Webex Teams;Google Meet;Microsoft Teams;Skype;Slack;Whatsapp;Zoom	Cisco Webex Teams;Google Meet;Microsoft Teams;Skype;Slack;Whatsapp;Zoom	Cisco Webex Teams;Google Meet;Microsoft Teams;Skype;Slack;Whatsapp;Zoom	ChatGPT	ChatGPT	ChatGPT	Stack Overflow;Stack Exchange	Daily or almost daily	Yes	Multiple times per day	Quickly finding code solutions;Finding reliable guidance from community-vetted answers;Showcase expertise with code solutions;Engage with community by commenting on questions and answers or voting on questions and answers;Learning new-to-me technology/techniques;Learning new-to-everyone technology/techniques	Yes, definitely	Yes	Indifferent	Increase productivity;Greater efficiency;Improve collaboration;Speed up learning;Make workload more manageable	Neither trust nor distrust	Good, but not great at handling complex tasks	Learning about a codebase;Project planning;Writing code;Documenting code;Testing code;Deployment and monitoring;Search for answers	Debugging and getting help;Committing and reviewing code;Predictive analytics;Generating content or synthetic data		Learning about a codebase;Project planning;Writing code;Documenting code;Testing code;Search for answers		Deployment and monitoring			No	Circulating misinformation or disinformation;Replacing jobs without options for new employment opportunities;Biased results that do not represent diverse viewpoints;Imitating a person's likeness;Energy demand	Don’t trust the output or answers;Not everyone uses them;They create more work (more code/PRs to review, etc.)	Yes	Individual contributor	10.0	Agree	Agree	Agree	Strongly agree	Agree	Strongly agree	Agree	Strongly agree	Strongly agree	Never	Never	Never	Over 120 minutes a day	Over 120 minutes a day	Amount of technical debt;Number of software tools in use;Tracking my work;Showing my contributions;Complexity of tech stack for deployment;Complexity of tech stack for build;Maintaining security of code being produced;Maintaining security of systems/platforms used in work;Reliability of tools/systems used in work	DevOps function;Observability tools;Knowledge sharing community;AI-assisted technology tool(s);Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Innersource initiative	Hybrid (on-prem and cloud)	Traditional public search engine	Manufacturing	10.0	14.0	12.0	13.0	14.0	2.0	4.0	5.0	26.0	Too long	Difficult		10.0
